"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","Y"
15453,"72","83","49","100","61","58","82","17","0","0","25","33","100","61","75","92","0"
15457,"64","100","34","73","100","39","94","3","0","0","38","38","90","74","76","95","0"
15463,"100","95","87","100","49","74","16","43","6","6","52","0","48","29","0","39","0"
15465,"64","100","32","77","16","47","16","16","58","0","100","16","49","23","0","9","0"
15469,"93","100","52","82","19","52","12","18","60","0","100","21","44","32","0","10","0"
15486,"100","100","35","91","0","57","1","18","67","10","96","39","27","33","16","0","0"
15487,"100","100","63","84","32","55","13","22","43","0","81","17","36","28","0","8","0"
15495,"86","90","28","100","0","52","46","4","26","0","25","51","100","83","73","99","0"
15502,"55","40","100","64","92","100","48","81","45","40","55","0","0","4","11","38","0"
15510,"100","94","63","100","30","71","8","39","6","6","57","0","54","19","0","10","0"
15511,"94","100","56","74","27","46","15","13","61","0","100","20","49","31","0","19","0"
15523,"56","60","65","100","100","83","81","39","51","0","85","16","56","50","0","55","0"
15525,"98","89","48","100","29","65","58","25","6","0","0","31","53","63","100","91","0"
15527,"47","68","0","70","53","34","85","0","22","12","53","59","100","100","46","88","0"
15534,"47","69","42","100","6","75","54","39","47","0","0","21","42","58","100","90","0"
15537,"99","97","47","100","8","74","0","41","28","11","85","0","100","22","38","24","0"
15542,"25","89","65","55","100","21","20","0","0","30","55","62","94","95","22","100","0"
15562,"33","88","39","59","63","100","0","65","28","43","40","0","100","42","25","47","0"
15565,"66","86","0","94","21","52","80","14","14","0","42","39","100","78","49","100","0"
15567,"78","67","65","100","0","75","56","37","84","0","2","10","35","52","100","86","0"
15569,"75","100","46","69","22","37","12","3","66","0","100","26","45","34","0","13","0"
15570,"56","80","5","100","10","65","87","33","71","0","0","22","58","59","100","97","0"
15579,"100","100","57","84","24","58","0","27","18","0","69","10","57","38","4","42","0"
15591,"100","100","56","86","23","61","0","30","14","0","59","7","47","33","1","27","0"
15595,"100","90","27","100","0","66","56","33","81","0","10","16","33","57","98","84","0"
15596,"100","100","57","90","28","67","6","43","0","15","37","0","70","16","28","27","0"
15597,"100","100","62","81","35","58","18","33","31","7","76","0","49","18","0","17","0"
15599,"54","64","30","96","15","61","69","27","52","0","0","30","48","66","100","100","0"
15606,"57","53","100","85","62","100","51","61","79","24","29","0","0","30","61","56","0"
15608,"88","99","9","100","0","54","55","12","4","0","24","40","100","73","63","94","0"
15614,"66","100","21","85","0","55","4","23","48","0","100","12","62","36","6","25","0"
15618,"84","92","41","91","37","46","66","0","0","9","46","49","100","85","33","100","0"
15638,"40","98","51","100","0","61","11","16","93","0","100","37","18","51","24","19","0"
15641,"100","100","48","85","15","57","0","25","29","0","84","11","65","30","38","9","0"
15648,"100","100","74","88","46","69","22","47","0","24","3","0","36","11","7","23","0"
15651,"98","100","56","80","23","48","10","9","58","0","100","18","49","22","0","8","0"
15655,"65","84","40","100","7","68","0","31","34","0","100","8","64","24","11","3","0"
15661,"93","100","58","79","28","50","8","18","47","0","100","14","58","25","0","19","0"
15663,"56","76","73","52","93","13","0","0","37","35","100","69","100","100","17","76","0"
15665,"81","100","55","92","17","61","3","26","41","0","100","14","65","44","0","60","0"
15672,"18","74","3","67","74","34","41","0","3","27","59","63","100","100","0","95","0"
15681,"60","100","33","83","0","49","8","11","68","0","100","30","48","38","32","5","0"
15693,"100","100","54","80","21","50","14","13","61","0","100","19","48","22","0","8","0"
15698,"59","82","11","67","100","65","54","100","40","48","0","22","60","0","43","52","0"
15702,"100","84","55","99","4","72","49","33","43","0","0","28","41","69","97","100","0"
15704,"32","100","17","75","87","41","64","0","12","20","79","55","100","96","0","96","0"
15717,"35","86","56","65","100","27","23","0","6","28","65","64","98","100","0","85","0"
15720,"48","97","7","76","22","35","0","0","5","31","49","65","100","95","52","100","0"
15722,"61","95","39","68","100","100","45","76","0","45","10","0","90","36","21","50","0"
15734,"48","94","0","76","53","39","47","0","3","14","70","46","100","88","28","100","0"
15735,"41","84","93","52","100","12","33","0","47","39","93","74","72","100","0","81","0"
15736,"100","100","56","83","28","56","10","28","21","0","69","6","52","28","0","23","0"
15738,"100","100","54","92","19","67","0","35","22","6","71","0","89","25","48","46","0"
15740,"75","100","40","90","11","59","0","27","32","0","98","5","100","28","38","16","0"
15742,"73","100","35","93","6","61","0","25","42","0","100","18","72","42","19","21","0"
15744,"100","100","57","81","23","58","0","35","7","9","61","0","68","20","20","22","0"
15748,"97","89","68","100","32","68","13","32","39","0","100","10","46","26","0","10","0"
15750,"44","75","21","38","0","0","18","28","56","60","100","90","82","100","28","81","0"
15760,"100","100","52","79","18","54","0","25","28","0","85","9","66","34","3","39","0"
15765,"72","100","43","74","19","48","4","20","36","0","100","16","58","28","0","10","0"
15779,"76","100","36","75","10","47","0","17","43","0","100","12","63","31","3","23","0"
15783,"100","100","58","93","25","70","6","43","0","16","37","0","60","23","18","37","0"
15785,"100","93","64","100","30","72","10","42","12","11","72","0","66","24","0","14","0"
15791,"67","100","24","78","0","49","0","19","44","0","100","10","65","28","10","18","0"
15793,"100","100","44","80","11","47","0","11","56","0","100","30","55","44","0","19","0"
15829,"90","100","52","82","22","54","0","24","24","0","82","5","100","23","42","22","0"
15842,"56","86","39","69","100","34","59","0","0","17","53","54","95","94","22","100","0"
15844,"69","89","6","100","10","64","35","26","10","0","0","36","47","64","100","91","0"
15852,"100","100","61","93","33","65","15","33","25","0","64","6","44","33","0","37","0"
15853,"44","73","77","100","100","68","78","28","68","0","100","33","56","51","0","53","0"
15854,"16","92","0","70","68","36","68","0","15","25","53","63","100","100","34","92","0"
15858,"65","98","41","74","100","100","32","85","10","60","0","0","73","12","33","62","0"
15865,"88","100","100","99","52","74","14","46","0","14","57","0","84","20","18","26","0"
15892,"49","100","14","73","0","39","10","5","64","0","100","25","57","44","1","38","0"
15914,"95","100","74","95","27","65","0","30","32","0","100","11","73","45","9","64","0"
15920,"74","74","62","100","10","76","36","39","62","2","0","0","24","30","100","50","0"
15921,"100","100","49","92","15","66","0","35","12","4","63","0","57","27","1","30","0"
15925,"63","100","43","89","15","58","10","23","50","0","100","18","63","43","0","50","0"
15927,"67","100","35","79","17","48","24","15","70","0","100","21","45","21","0","3","0"
15935,"58","100","17","77","0","47","8","16","57","0","100","21","68","42","9","37","0"
15937,"28","49","35","93","100","100","81","54","41","13","52","0","66","45","0","63","0"
15941,"100","100","49","97","15","65","0","28","33","0","85","17","62","39","20","12","0"
15943,"82","100","30","90","0","59","0","25","45","0","100","15","71","40","10","33","0"
15952,"72","100","31","77","4","50","0","21","40","0","100","5","88","28","28","36","0"
15960,"58","100","21","80","0","48","9","14","56","0","100","16","64","27","25","8","0"
15975,"100","100","55","82","22","55","0","27","11","0","95","11","85","35","9","21","0"
15987,"54","97","20","73","48","34","35","0","0","22","50","50","100","78","71","100","0"
15993,"48","100","39","89","14","56","12","19","57","0","100","17","52","30","0","15","0"
16007,"69","100","31","77","7","50","0","23","31","0","100","2","94","24","33","21","0"
16016,"100","100","56","78","22","52","0","24","23","0","79","11","69","29","18","13","0"
16029,"51","91","5","86","0","43","22","0","8","24","50","61","100","93","45","100","0"
16036,"55","100","17","76","0","50","3","22","41","0","100","10","62","24","10","8","0"
16038,"74","100","28","78","0","52","0","24","37","0","100","6","76","26","13","19","0"
16042,"100","100","85","86","60","62","41","36","29","9","58","0","46","21","0","21","0"
16048,"27","73","35","48","100","14","70","0","38","38","89","75","94","100","0","86","0"
16061,"36","86","30","70","78","35","55","0","0","21","62","53","100","89","9","100","0"
16069,"67","78","54","100","0","83","36","43","61","0","15","14","51","54","100","80","0"
16070,"12","79","62","46","100","12","23","0","41","33","86","67","82","100","0","88","0"
16081,"31","100","0","82","47","46","97","12","44","0","31","33","95","61","100","91","0"
16098,"52","100","18","76","0","46","9","17","61","19","100","38","54","22","18","0","0"
16101,"49","75","44","100","23","73","43","37","47","0","0","16","40","45","100","68","0"
16115,"100","100","60","86","26","58","0","28","16","0","73","9","56","31","3","16","0"
16118,"100","100","69","91","43","72","18","49","0","22","16","0","34","11","3","10","0"
16130,"60","100","28","88","7","59","0","28","33","2","100","0","87","15","22","4","0"
16131,"100","100","67","96","29","67","0","33","15","0","70","1","71","18","19","10","0"
16147,"100","100","43","89","7","61","0","28","31","0","87","8","71","38","11","45","0"
16149,"100","100","67","92","37","69","13","43","0","14","30","0","51","21","11","20","0"
16154,"89","100","52","90","21","62","0","30","19","2","77","0","100","19","42","19","0"
16158,"100","100","70","92","37","65","8","36","1","4","52","0","54","20","0","15","0"
16169,"100","100","54","84","18","59","0","29","21","1","75","0","92","27","51","48","0"
16171,"55","100","27","94","5","56","8","18","59","0","100","23","45","31","0","8","0"
16176,"52","100","32","83","11","53","0","21","37","0","100","14","48","22","5","1","0"
16177,"100","100","61","85","25","58","0","28","23","0","77","9","85","39","30","50","0"
16195,"79","87","32","63","85","32","73","0","0","12","42","44","100","75","70","100","0"
16197,"7","61","75","35","72","0","0","7","42","41","100","72","79","100","14","75","0"
16211,"100","100","56","92","22","66","0","34","8","0","56","0","71","29","25","40","0"
16213,"78","100","30","74","5","44","0","13","60","0","100","26","48","39","2","15","0"
16216,"63","100","29","83","10","50","19","16","67","0","100","19","48","31","0","19","0"
16233,"100","73","56","100","3","72","55","37","80","0","0","3","27","41","95","70","0"
16246,"59","77","15","63","88","31","47","0","14","26","66","62","100","100","0","99","0"
16251,"57","92","18","72","42","30","7","0","0","39","50","69","100","99","43","100","0"
16252,"78","62","60","100","12","65","94","32","100","0","0","14","60","53","72","83","0"
16265,"91","100","38","97","6","65","0","28","44","3","100","15","50","24","3","0","0"
16269,"100","100","39","93","43","59","70","25","32","0","0","24","34","56","79","84","0"
16271,"42","63","100","85","54","100","42","62","62","22","0","0","0","27","73","51","0"
16279,"79","100","46","82","13","52","0","18","48","0","100","18","58","37","0","27","0"
16288,"90","100","53","73","19","46","0","16","41","0","100","8","81","26","20","29","0"
16290,"100","100","49","88","20","56","7","19","46","0","95","17","51","22","0","7","0"
16295,"43","84","0","77","48","37","28","0","1","25","68","57","100","97","21","100","0"
16296,"56","100","24","73","0","37","8","2","74","5","100","36","41","34","27","0","0"
16297,"100","100","66","90","26","66","0","40","4","12","62","0","80","19","10","16","0"
16307,"83","63","48","100","0","76","61","40","82","0","3","9","38","55","100","91","0"
16309,"3","15","44","51","88","88","46","100","42","63","100","31","72","0","0","17","0"
16311,"100","100","55","96","20","66","0","32","16","0","79","2","68","27","9","13","0"
16312,"100","100","39","90","1","59","0","22","46","0","93","22","54","46","0","26","0"
16314,"73","69","100","100","0","95","39","54","85","13","7","0","13","40","89","73","0"
16319,"40","100","21","89","0","55","10","18","55","0","100","15","56","27","26","1","0"
16337,"66","82","15","81","25","36","52","0","0","12","52","55","100","100","35","76","0"
16343,"0","18","39","59","82","100","34","100","34","62","100","36","68","0","14","19","0"
16350,"100","100","58","90","20","60","0","27","33","0","98","8","64","21","2","8","0"
16366,"100","100","48","97","12","68","0","33","21","0","76","0","63","27","2","27","0"
16369,"59","77","60","44","69","0","0","6","36","43","100","72","96","100","31","75","0"
16372,"95","88","23","100","57","62","100","24","42","0","0","31","44","69","87","97","0"
16395,"49","92","58","48","66","4","0","0","39","36","100","65","92","100","25","88","0"
16399,"46","62","85","96","15","100","12","60","44","19","0","0","28","37","100","55","0"
16400,"77","100","42","79","14","57","0","33","16","9","77","0","100","17","42","21","0"
16405,"73","86","12","100","0","66","77","35","100","0","6","8","34","48","75","85","0"
16407,"58","58","100","94","45","100","41","59","72","20","10","0","0","31","67","57","0"
16412,"64","87","0","100","35","53","78","6","19","0","61","41","100","82","44","78","0"
