"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
8058,"9","11","99","1.222","0.283","0.939","1.56","28","93","18","0"
8059,"7","23","161","3.286","0.28","0.826","1.45","45","133","31","0"
8060,"9","18","162","2","0.241","0.981","1.44","39","159","27","0"
8062,"9","13","117","1.444","0.308","0.88","1.71","36","103","21","0"
8063,"7","16","112","2.286","0.25","1","1.56","28","112","18","0"
8064,"7","35","245","5","0.347","0.771","1.52","85","189","56","0"
8065,"6","23","138","3.833","0.283","0.891","1.11","39","123","35","0"
8066,"5","7","35","1.4","0.457","1","1.45","16","35","11","0"
8067,"9","41","369","4.556","0.201","0.653","1.3","74","241","57","0"
8068,"7","10","70","1.429","0.286","0.7","1.25","20","49","16","0"
8069,"5","9","45","1.8","0.444","0.956","1.43","20","43","14","0"
8070,"6","29","174","4.833","0.305","0.966","1.26","53","168","42","0"
8071,"9","35","315","3.889","0.26","0.924","1.37","82","291","60","0"
8072,"5","32","160","6.4","0.419","0.981","1.31","67","157","51","0"
8073,"7","54","378","7.714","0.304","0.876","1.26","115","331","91","0"
8074,"7","13","91","1.857","0.407","0.978","1.76","37","89","21","0"
8076,"7","29","203","4.143","0.281","0.783","1.33","57","159","43","0"
8077,"6","44","264","7.333","0.265","0.811","1.23","70","214","57","0"
8078,"8","398","3184","49.75","0.279","0.664","1.7","887","2113","521","0"
8079,"8","48","384","6","0.341","0.737","1.96","131","283","67","0"
8080,"9","35","315","3.889","0.362","0.825","1.97","114","260","58","0"
8081,"8","28","224","3.5","0.393","0.759","2.2","88","170","40","0"
8083,"8","9","72","1.125","0.458","1","3","33","72","11","0"
8085,"11","42","462","3.818","0.292","0.76","1.93","135","351","70","0"
8086,"8","20","160","2.5","0.506","1","2.45","81","160","33","0"
8087,"11","57","627","5.182","0.295","0.719","2.47","185","451","75","0"
8089,"8","22","176","2.75","0.398","0.784","1.94","70","138","36","0"
8092,"2","9","18","4.5","0.556","0.556","10","10","10","1","0"
8094,"1","13","13","13","0.846","1","5.5","11","13","2","0"
8095,"10","33","330","3.3","0.391","0.982","2.05","129","324","63","0"
8096,"10","4","40","0.4","0.35","0.9","1.75","14","36","8","0"
8097,"8","9","72","1.125","0.319","0.667","2.3","23","48","10","0"
8098,"19","13","247","0.684","0.215","0.551","1.51","53","136","35","0"
8099,"8","6","48","0.75","0.5","0.854","3","24","41","8","0"
8100,"9","116","1044","12.889","0.339","0.88","1.86","354","919","190","0"
8102,"10","25","250","2.5","0.384","0.836","2.46","96","209","39","0"
8104,"6","18","108","3","0.5","0.991","2.45","54","107","22","0"
8105,"10","27","270","2.7","0.367","0.744","2.02","99","201","49","0"
8106,"8","31","248","3.875","0.427","0.992","2.16","106","246","49","0"
8110,"11","87","957","7.909","0.253","0.662","1.89","242","634","128","0"
8111,"10","59","590","5.9","0.269","0.69","1.81","159","407","88","0"
8112,"8","49","392","6.125","0.406","0.742","1.81","159","291","88","0"
8114,"9","26","234","2.889","0.385","0.85","1.88","90","199","48","0"
8115,"9","56","504","6.222","0.339","0.931","2.22","171","469","77","0"
8116,"9","47","423","5.222","0.362","0.905","2.01","153","383","76","0"
8117,"9","9","81","1","0.346","0.877","2.8","28","71","10","0"
8119,"8","30","240","3.75","0.383","0.983","1.88","92","236","49","0"
8121,"10","22","220","2.2","0.377","0.614","2.44","83","135","34","0"
8122,"8","16","128","2","0.375","0.93","2.09","48","119","23","0"
8123,"8","12","96","1.5","0.385","0.802","2.18","37","77","17","0"
8124,"9","1","9","0.111","1","1","9","9","9","1","0"
8126,"8","10","80","1.25","0.425","0.913","2","34","73","17","0"
8129,"9","27","243","3","0.358","0.856","1.85","87","208","47","0"
8131,"11","86","946","7.818","0.297","0.748","1.95","281","708","144","0"
8133,"8","5","40","0.625","0.45","1","3","18","40","6","0"
8134,"7","38","266","5.429","0.414","0.846","2.44","110","225","45","0"
8135,"8","7","56","0.875","0.375","1","2.63","21","56","8","0"
8136,"8","53","424","6.625","0.344","0.884","1.83","146","375","80","0"
8138,"7","31","217","4.429","0.461","0.991","2.44","100","215","41","0"
8140,"11","13","143","1.182","0.35","0.783","2.08","50","112","24","0"
8142,"8","17","136","2.125","0.346","1","2.47","47","136","19","0"
8144,"9","20","180","2.222","0.361","0.7","2.32","65","126","28","0"
8145,"9","29","261","3.222","0.414","0.966","2.4","108","252","45","0"
8146,"10","34","340","3.4","0.356","0.744","1.98","121","253","61","0"
8147,"9","16","144","1.778","0.326","0.792","1.74","47","114","27","0"
8148,"9","64","576","7.111","0.345","0.694","2.29","199","400","87","0"
8149,"6","36","216","6","0.509","0.991","2","110","214","55","0"
8150,"11","73","803","6.636","0.27","0.844","2.03","217","678","107","0"
8151,"8","27","216","3.375","0.407","1","2.05","88","216","43","0"
8152,"8","14","112","1.75","0.446","1","2.17","50","112","23","0"
8153,"8","39","312","4.875","0.388","0.933","2.2","121","291","55","0"
8154,"10","30","300","3","0.367","0.783","2.29","110","235","48","0"
8155,"10","28","280","2.8","0.293","0.8","2","82","224","41","0"
8156,"6","32","192","5.333","0.417","0.964","2.11","80","185","38","0"
8159,"11","61","671","5.545","0.294","0.735","2.21","197","493","89","0"
8160,"8","14","112","1.75","0.42","0.759","2.04","47","85","23","0"
8161,"8","21","168","2.625","0.357","0.964","2.07","60","162","29","0"
8162,"10","41","410","4.1","0.312","0.734","1.94","128","301","66","0"
8163,"10","52","520","5.2","0.319","0.802","1.87","166","417","89","0"
8165,"10","25","250","2.5","0.268","0.588","1.91","67","147","35","0"
8166,"8","8","64","1","0.359","0.766","1.64","23","49","14","0"
8167,"8","33","264","4.125","0.424","0.867","2.24","112","229","50","0"
8168,"8","9","72","1.125","0.361","0.972","1.73","26","70","15","0"
8169,"10","6","60","0.6","0.333","0.817","2.5","20","49","8","0"
8171,"10","52","520","5.2","0.306","0.688","1.96","159","358","81","0"
8172,"6","39","234","6.5","0.393","0.927","1.77","92","217","52","0"
8173,"12","272","3264","22.667","0.219","0.589","1.8","715","1922","397","0"
8174,"9","10","90","1.111","0.344","0.789","2.07","31","71","15","0"
8175,"9","28","252","3.111","0.317","0.976","1.95","80","246","41","0"
8176,"8","52","416","6.5","0.325","0.877","1.75","135","365","77","0"
8179,"8","9","72","1.125","0.417","1","2.31","30","72","13","0"
8180,"9","105","945","11.667","0.236","0.579","1.91","223","547","117","0"
8181,"9","101","909","11.222","0.256","0.688","1.71","233","625","136","0"
8182,"7","109","763","15.571","0.283","0.543","1.93","216","414","112","0"
8183,"6","221","1326","36.833","0.268","0.536","1.95","356","711","183","0"
8185,"8","30","240","3.75","0.354","0.75","2.02","85","180","42","0"
8186,"8","14","112","1.75","0.482","0.759","3.38","54","85","16","0"
8187,"8","5","40","0.625","0.35","0.6","3.5","14","24","4","0"
8188,"10","155","1550","15.5","0.275","0.803","1.85","427","1244","231","0"
8189,"10","41","410","4.1","0.276","0.693","1.61","113","284","70","0"
8190,"10","12","120","1.2","0.35","0.867","2.33","42","104","18","0"
8191,"10","11","110","1.1","0.409","0.955","2.5","45","105","18","0"
8193,"10","9","90","0.9","0.333","0.878","2.5","30","79","12","0"
8195,"6","17","102","2.833","0.451","0.745","2.56","46","76","18","0"
8197,"10","261","2610","26.1","0.259","0.767","1.74","676","2001","388","0"
8198,"8","20","160","2.5","0.394","0.863","2.1","63","138","30","0"
8199,"8","23","184","2.875","0.348","0.723","2","64","133","32","0"
8203,"8","12","96","1.5","0.406","0.917","1.56","39","88","25","0"
8204,"9","91","819","10.111","0.161","0.44","1.86","132","360","71","0"
8205,"7","20","140","2.857","0.493","0.979","1.82","69","137","38","0"
8206,"11","221","2431","20.091","0.25","0.544","1.95","607","1323","312","0"
8207,"8","12","96","1.5","0.531","0.813","2.83","51","78","18","0"
8209,"6","30","180","5","0.45","0.833","3.12","81","150","26","0"
8210,"5","22","110","4.4","0.536","0.909","2.19","59","100","27","0"
8211,"8","12","96","1.5","0.458","0.667","3.67","44","64","12","0"
8212,"8","31","248","3.875","0.351","0.839","1.98","87","208","44","0"
8213,"5","23","115","4.6","0.504","0.783","2.42","58","90","24","0"
8214,"10","41","410","4.1","0.356","0.956","2.15","146","392","68","0"
8215,"5","30","150","6","0.587","0.96","2.44","88","144","36","0"
8216,"10","79","790","7.9","0.244","0.742","1.79","193","586","108","0"
8217,"8","19","152","2.375","0.434","0.664","3","66","101","22","0"
8218,"11","19","209","1.727","0.306","0.789","2.46","64","165","26","0"
8220,"8","29","232","3.625","0.401","0.884","2.38","93","205","39","0"
8222,"8","92","736","11.5","0.359","0.913","1.75","264","672","151","0"
8223,"10","12","120","1.2","0.333","0.958","1.82","40","115","22","0"
8224,"8","24","192","3","0.318","0.974","1.56","61","187","39","0"
8225,"8","7","56","0.875","0.482","0.946","2.7","27","53","10","0"
8226,"8","12","96","1.5","0.385","0.896","1.68","37","86","22","0"
8228,"8","25","200","3.125","0.405","0.865","1.84","81","173","44","0"
8229,"8","35","280","4.375","0.357","0.921","1.64","100","258","61","0"
8230,"10","19","190","1.9","0.326","0.768","1.59","62","146","39","0"
8231,"10","46","460","4.6","0.317","0.683","1.85","146","314","79","0"
8234,"8","12","96","1.5","0.396","0.969","1.65","38","93","23","0"
8235,"6","4","24","0.667","0.667","1","4","16","24","4","0"
8236,"10","260","2600","26","0.282","0.737","1.78","732","1916","412","0"
8237,"8","11","88","1.375","0.477","0.966","2","42","85","21","0"
8238,"8","24","192","3","0.26","0.672","1.85","50","129","27","0"
8239,"8","19","152","2.375","0.421","0.974","1.83","64","148","35","0"
8240,"8","12","96","1.5","0.396","0.99","1.9","38","95","20","0"
8242,"8","61","488","7.625","0.342","0.875","1.94","167","427","86","0"
8244,"8","23","184","2.875","0.462","1","1.89","85","184","45","0"
8245,"8","70","560","8.75","0.279","0.727","1.68","156","407","93","0"
8246,"8","39","312","4.875","0.369","0.99","2.05","115","309","56","0"
8247,"7","12","84","1.714","0.393","0.69","2.36","33","58","14","0"
8248,"11","74","814","6.727","0.247","0.695","1.97","201","566","102","0"
8249,"8","25","200","3.125","0.31","0.67","1.63","62","134","38","0"
8250,"6","7","42","1.167","0.476","0.976","2.22","20","41","9","0"
8251,"6","23","138","3.833","0.377","0.862","2.36","52","119","22","0"
8252,"8","23","184","2.875","0.353","0.826","1.91","65","152","34","0"
8253,"8","13","104","1.625","0.452","0.971","1.96","47","101","24","0"
8254,"10","120","1200","12","0.279","0.765","1.7","335","918","197","0"
8255,"8","12","96","1.5","0.385","0.698","2.47","37","67","15","0"
8256,"8","50","400","6.25","0.36","0.728","1.97","144","291","73","0"
8257,"5","14","70","2.8","0.543","0.929","2","38","65","19","0"
8258,"5","27","135","5.4","0.548","1","2.18","74","135","34","0"
8259,"5","15","75","3","0.547","0.947","2.05","41","71","20","0"
8260,"10","171","1710","17.1","0.126","0.452","1.78","215","773","121","0"
8262,"7","20","140","2.857","0.429","1","1.94","60","140","31","0"
8265,"8","168","1344","21","0.32","0.909","1.76","430","1222","245","0"
8267,"8","33","264","4.125","0.375","0.83","1.9","99","219","52","0"
8268,"10","39","390","3.9","0.31","0.779","1.95","121","304","62","0"
8270,"8","25","200","3.125","0.3","0.59","2.22","60","118","27","0"
8271,"10","43","430","4.3","0.256","0.707","1.8","110","304","61","0"
8272,"8","3","24","0.375","0.5","1","3","12","24","4","0"
8273,"8","7","56","0.875","0.339","0.964","1.36","19","54","14","0"
8274,"8","14","112","1.75","0.402","1","1.55","45","112","29","0"
8275,"7","20","140","2.857","0.464","0.986","2.32","65","138","28","0"
8277,"7","23","161","3.286","0.348","1","1.37","56","161","41","0"
8278,"10","116","1160","11.6","0.246","0.759","1.6","285","881","178","0"
8280,"13","225","2925","17.308","0.253","0.893","3.27","740","2612","226","0"
8282,"25","291","7275","11.64","0.466","0.957","7.34","3392","6963","462","0"
8284,"8","353","2824","44.125","0.07","0.292","1.19","197","825","165","0"
8286,"6","12","72","2","0.278","1","2.22","20","72","9","0"
8287,"5","31","155","6.2","0.361","0.974","1.56","56","151","36","0"
8288,"1","35","35","35","0.2","1","1.17","7","35","6","0"
8289,"1","40","40","40","0.175","1","1.17","7","40","6","0"
8290,"8","280","2240","35","0.191","0.709","1.28","427","1589","333","0"
8291,"7","13","91","1.857","0.308","0.978","1.56","28","89","18","0"
8292,"1","60","60","60","0.217","1","1.08","13","60","12","0"
8293,"8","103","824","12.875","0.142","0.62","1.17","117","511","100","0"
8294,"9","331","2979","36.778","0.126","0.527","1.21","374","1570","308","0"
8295,"7","13","91","1.857","0.198","0.846","2.25","18","77","8","0"
8297,"8","145","1160","18.125","0.156","0.773","1.24","181","897","146","0"
8298,"13","38","494","2.923","0.33","0.98","3.88","163","484","42","0"
8300,"5","4","20","0.8","0.4","0.7","2.67","8","14","3","0"
8301,"24","176","4224","7.333","0.496","0.969","7.85","2096","4094","267","0"
8303,"2","536","1072","268","0.532","0.558","30","570","598","19","0"
8304,"9","508","4572","56.444","0.188","0.597","1.49","861","2731","579","0"
8305,"9","535","4815","59.444","0.088","0.318","1.37","425","1530","310","0"
8306,"10","508","5080","50.8","0.1","0.343","1.36","506","1742","372","0"
8307,"7","163","1141","23.286","0.212","0.831","1.31","242","948","185","0"
8308,"10","534","5340","53.4","0.132","0.519","1.28","703","2771","548","0"
8310,"7","61","427","8.714","0.319","0.988","1.77","136","422","77","0"
8311,"8","107","856","13.375","0.381","0.77","2.4","326","659","136","0"
8312,"8","150","1200","18.75","0.205","0.628","1.32","246","753","187","0"
8316,"1","257","257","257","1","1","257","257","257","1","0"
8317,"13","37","481","2.846","0.322","0.992","3.52","155","477","44","0"
8318,"9","109","981","12.111","0.219","0.779","1.67","215","764","129","0"
8319,"8","103","824","12.875","0.425","0.933","2.71","350","769","129","0"
8320,"9","187","1683","20.778","0.42","0.786","3.03","707","1323","233","0"
8321,"9","535","4815","59.444","0.191","0.788","1.36","921","3793","676","0"
8322,"9","138","1242","15.333","0.155","0.717","1.34","193","890","144","0"
8324,"2","537","1074","268.5","0.594","0.655","21.27","638","703","30","0"
8325,"7","228","1596","32.571","0.154","0.548","1.4","245","875","175","0"
8326,"9","533","4797","59.222","0.166","0.803","1.3","797","3853","612","0"
8327,"24","471","11304","19.625","0.474","0.921","7.9","5363","10409","679","0"
8328,"5","29","145","5.8","0.4","0.966","1.61","58","140","36","0"
8331,"2","99","198","49.5","0.253","0.616","4.55","50","122","11","0"
8333,"8","299","2392","37.375","0.186","0.687","1.32","446","1643","338","0"
8334,"26","294","7644","11.308","0.453","0.917","7.6","3464","7010","456","0"
8335,"7","61","427","8.714","0.321","0.965","1.78","137","412","77","0"
8336,"8","186","1488","23.25","0.399","0.812","2.53","593","1208","234","0"
8337,"1","63","63","63","1","1","63","63","63","1","0"
8338,"1","186","186","186","0.828","1","9.06","154","186","17","0"
8339,"1","214","214","214","1","1","214","214","214","1","0"
8341,"9","207","1863","23","0.177","0.632","1.29","330","1178","255","0"
8342,"9","103","927","11.444","0.164","0.771","1.22","152","715","125","0"
8343,"7","175","1225","25","0.186","0.906","1.21","228","1110","188","0"
8344,"10","86","860","8.6","0.145","0.637","1.21","125","548","103","0"
8345,"9","314","2826","34.889","0.156","0.587","1.25","440","1659","352","0"
8346,"7","80","560","11.429","0.155","0.698","1.18","87","391","74","0"
8347,"1","148","148","148","0.986","1","73","146","148","2","0"
8348,"8","199","1592","24.875","0.115","0.575","1.18","183","915","155","0"
8350,"7","148","1036","21.143","0.184","0.816","1.2","191","845","159","0"
8351,"24","187","4488","7.792","0.485","0.918","8.16","2178","4122","267","0"
8352,"28","32","896","1.143","0.501","0.744","7.02","449","667","64","0"
8353,"8","215","1720","26.875","0.416","0.808","2.94","715","1389","243","0"
8355,"8","14","112","1.75","0.286","0.884","2.67","32","99","12","0"
8356,"8","14","112","1.75","0.25","0.786","3.11","28","88","9","0"
8357,"8","15","120","1.875","0.325","0.833","1.86","39","100","21","0"
8359,"9","129","1161","14.333","0.169","0.647","1.41","196","751","139","0"
8360,"7","15","105","2.143","0.4","0.924","1.5","42","97","28","0"
8361,"9","107","963","11.889","0.209","0.778","1.38","201","749","146","0"
8363,"9","490","4410","54.444","0.067","0.323","1.4","297","1425","212","0"
8364,"2","69","138","34.5","0.087","0.507","1.2","12","70","10","0"
8365,"7","14","98","2","0.316","0.908","1.94","31","89","16","0"
8367,"24","177","4248","7.375","0.514","0.961","8.02","2182","4082","272","0"
8368,"2","537","1074","268.5","0.621","0.747","16.68","667","802","40","0"
8369,"9","194","1746","21.556","0.169","0.597","1.37","295","1043","215","0"
8370,"7","245","1715","35","0.143","0.608","1.41","246","1042","175","0"
8372,"13","104","1352","8","0.198","0.639","3.44","268","864","78","0"
